College_Code,College_Name,Category,Branch,Cutoff_Rank,Year,Round,Exam_Type,Rank_Category,City,Min_Round,Max_Round,Round_Count,Best_Rank,Worst_Rank,Avg_Rank_Combo,Rank_Range,Trend_Signal,CTX_Seats,CTX_Avg_Rank,CTX_Best_Rank,CTX_Worst_Rank,CTX_Active_Colleges,CTX_Active_Branches,Round_Premium
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",KKR,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),43743,2024,1,COMEDK,Good,Bangalore,1,2,2,43743,64214,53978.0,20471,Deteriorated,1196,55333.0,193,102243,149,59,0
E141,"T. John Institute of Technology-Bannerghatta Road, Bengaluru",GM,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),101709,2024,1,COMEDK,Below Average,Bangalore,1,1,1,101709,101709,101709.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",GM,IAR - Information Technology (Augmented Reality & Virtual Reality (AR / VR),34351,2024,1,COMEDK,Good,Bangalore,1,1,1,34351,34351,34351.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",GM,IDA -Information Technology (Data Analytics),23087,2024,1,COMEDK,Good,Bangalore,1,3,2,23087,41613,32350.0,18526,Deteriorated,1196,55333.0,193,102243,149,59,0
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",GM,INT-Information Technology,22902,2024,1,COMEDK,Good,Bangalore,1,3,2,22902,42653,32778.0,19751,Deteriorated,1196,55333.0,193,102243,149,59,0
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",KKR,IDA -Information Technology (Data Analytics),65506,2024,1,COMEDK,Average,Bangalore,1,1,1,65506,65506,65506.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",KKR,INT-Information Technology,59008,2024,1,COMEDK,Average,Bangalore,1,2,2,59008,99005,79006.0,39997,Deteriorated,1196,55333.0,193,102243,149,59,0
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",GM,INT-Information Technology,16530,2024,1,COMEDK,Very Good,Bangalore,1,3,2,16530,36829,26680.0,20299,Deteriorated,1196,55333.0,193,102243,149,59,0
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",KKR,INT-Information Technology,92525,2024,1,COMEDK,Below Average,Bangalore,1,1,1,92525,92525,92525.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,IS-Information Science & Engineering,21963,2024,1,COMEDK,Good,Bangalore,1,4,3,21963,61684,41008.0,39721,Deteriorated,1196,55333.0,193,102243,149,59,0
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,ME-Mechanical Engineering,54924,2024,1,COMEDK,Average,Bangalore,1,3,2,54924,98399,76662.0,43475,Deteriorated,1196,55333.0,193,102243,149,59,0
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,MT-Mecha-tronics Engineering,58876,2024,1,COMEDK,Average,Bangalore,1,1,1,58876,58876,58876.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",KKR,IS-Information Science & Engineering,47020,2024,1,COMEDK,Good,Bangalore,1,2,2,47020,70849,58934.0,23829,Deteriorated,1196,55333.0,193,102243,149,59,0
E004,"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru",GM,IS-Information Science & Engineering,98081,2024,1,COMEDK,Below Average,Chikkamagaluru,1,1,1,98081,98081,98081.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E004,"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru",GM,ME-Mechanical Engineering,66323,2024,1,COMEDK,Average,Chikkamagaluru,1,1,1,66323,66323,66323.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E005,"Akash Institute of Engineering and Technology-Devanahalli, Bengaluru Rural",GM,IS-Information Science & Engineering,38461,2024,1,COMEDK,Good,Bangalore Rural,1,3,2,38461,75477,56969.0,37016,Deteriorated,1196,55333.0,193,102243,149,59,0
E006,"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru",GM,IS-Information Science & Engineering,99748,2024,1,COMEDK,Below Average,Mangaluru,1,1,1,99748,99748,99748.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,IS-Information Science & Engineering,46906,2024,1,COMEDK,Good,Bangalore,1,4,3,39973,101446,62775.0,61473,Improved,1196,55333.0,193,102243,149,59,0
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,ME-Mechanical Engineering,71200,2024,1,COMEDK,Average,Bangalore,1,3,2,71200,82125,76662.0,10925,Deteriorated,1196,55333.0,193,102243,149,59,0
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",KKR,IS-Information Science & Engineering,92084,2024,1,COMEDK,Below Average,Bangalore,1,1,1,92084,92084,92084.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E011,"APS College of Engineering-Kanakapura Road, Bengaluru",GM,IS-Information Science & Engineering,84703,2024,1,COMEDK,Below Average,Bangalore,1,1,1,84703,84703,84703.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E012,"Atria Institute of Technology-Hebbal, Bengaluru",GM,IS-Information Science & Engineering,41258,2024,1,COMEDK,Good,Bangalore,1,4,3,41258,100258,74852.0,59000,Deteriorated,1196,55333.0,193,102243,149,59,0
E012,"Atria Institute of Technology-Hebbal, Bengaluru",GM,ME-Mechanical Engineering,85896,2024,1,COMEDK,Below Average,Bangalore,1,1,1,85896,85896,85896.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E014,"Bharatesh Institute of Technology-Shindhollicross, Belagavi",GM,IS-Information Science & Engineering,43258,2024,1,COMEDK,Good,Belagavi,1,1,1,43258,43258,43258.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,IS-Information Science & Engineering,12299,2024,1,COMEDK,Very Good,Bangalore,1,4,3,12299,40347,23778.0,28048,Deteriorated,1196,55333.0,193,102243,149,59,0
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,ME-Mechanical Engineering,37108,2024,1,COMEDK,Good,Bangalore,1,3,2,37108,99998,68553.0,62890,Deteriorated,1196,55333.0,193,102243,149,59,0
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",KKR,IS-Information Science & Engineering,36634,2024,1,COMEDK,Good,Bangalore,1,2,2,36634,51960,44297.0,15326,Deteriorated,1196,55333.0,193,102243,149,59,0
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,ME-Mechanical Engineering,54365,2024,1,COMEDK,Average,Hubballi,1,3,2,54365,101378,77872.0,47013,Deteriorated,1196,55333.0,193,102243,149,59,0
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",KKR,ME-Mechanical Engineering,99109,2024,1,COMEDK,Below Average,Hubballi,1,1,1,99109,99109,99109.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E017,"Ballari Institute of Technology And Management-Near Allipura, Ballari",GM,ME-Mechanical Engineering,38537,2024,1,COMEDK,Good,Ballari,1,1,1,38537,38537,38537.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E018,"Bangalore College of Engineering and Technology-Chandapura, Bengaluru",GM,IS-Information Science & Engineering,25493,2024,1,COMEDK,Good,Bangalore,1,3,2,25493,60128,42810.0,34635,Deteriorated,1196,55333.0,193,102243,149,59,0
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,IS-Information Science & Engineering,5901,2024,1,COMEDK,Very Good,Bangalore,1,4,3,5901,18608,11494.0,12707,Deteriorated,1196,55333.0,193,102243,149,59,0
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,ME-Mechanical Engineering,25719,2024,1,COMEDK,Good,Bangalore,1,3,2,25719,59834,42776.0,34115,Deteriorated,1196,55333.0,193,102243,149,59,0
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,IS-Information Science & Engineering,21227,2024,1,COMEDK,Good,Bangalore,1,2,2,21227,30504,25866.0,9277,Deteriorated,1196,55333.0,193,102243,149,59,0
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,ME-Mechanical Engineering,95550,2024,1,COMEDK,Below Average,Bangalore,1,1,1,95550,95550,95550.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E020,"Bangalore Technological Institute-Chikkanayakanahalli Dinne, Bengaluru",GM,ME-Mechanical Engineering,72291,2024,1,COMEDK,Average,Bangalore,1,1,1,72291,72291,72291.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",GM,IS-Information Science & Engineering,71471,2024,1,COMEDK,Average,Davangere,1,4,3,71471,101492,91485.0,30021,Deteriorated,1196,55333.0,193,102243,149,59,0
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",KKR,IS-Information Science & Engineering,94289,2024,1,COMEDK,Below Average,Davangere,1,2,2,74407,94289,84348.0,19882,Improved,1196,55333.0,193,102243,149,59,0
E024,"Basaveshwar Engineering College-Vidya Nagar, Bagalkote",GM,IS-Information Science & Engineering,66869,2024,1,COMEDK,Average,Bagalkote,1,4,3,66869,97717,83675.0,30848,Deteriorated,1196,55333.0,193,102243,149,59,0
E024,"Basaveshwar Engineering College-Vidya Nagar, Bagalkote",KKR,IS-Information Science & Engineering,91015,2024,1,COMEDK,Below Average,Bagalkote,1,1,1,91015,91015,91015.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E026,"BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura",GM,IS-Information Science & Engineering,99141,2024,1,COMEDK,Below Average,Vijayapura,1,1,1,99141,99141,99141.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,ME-Mechanical Engineering,6079,2024,1,COMEDK,Very Good,Bangalore,1,3,2,6079,11385,8732.0,5306,Deteriorated,1196,55333.0,193,102243,149,59,0
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",KKR,ME-Mechanical Engineering,43024,2024,1,COMEDK,Good,Bangalore,1,2,2,43024,49030,46027.0,6006,Deteriorated,1196,55333.0,193,102243,149,59,0
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,ME-Mechanical Engineering,17150,2024,1,COMEDK,Very Good,Bangalore,1,3,2,17150,34562,25856.0,17412,Deteriorated,1196,55333.0,193,102243,149,59,0
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",KKR,ME-Mechanical Engineering,71070,2024,1,COMEDK,Average,Bangalore,1,1,1,71070,71070,71070.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E030,"Brindavan College of Engineering-Yelahanka, Bengaluru",GM,IS-Information Science & Engineering,100084,2024,1,COMEDK,Below Average,Bangalore,1,1,1,100084,100084,100084.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",GM,IS-Information Science & Engineering,12984,2024,1,COMEDK,Very Good,Bangalore,1,4,3,12984,54242,28915.0,41258,Deteriorated,1196,55333.0,193,102243,149,59,0
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",KKR,IS-Information Science & Engineering,36289,2024,1,COMEDK,Good,Bangalore,1,2,2,36289,63050,49670.0,26761,Deteriorated,1196,55333.0,193,102243,149,59,0
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,IS-Information Science & Engineering,25016,2024,1,COMEDK,Good,Bangalore,1,4,3,25016,89496,55835.0,64480,Deteriorated,1196,55333.0,193,102243,149,59,0
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,ME-Mechanical Engineering,87379,2024,1,COMEDK,Below Average,Bangalore,1,3,2,68367,87379,77873.0,19012,Improved,1196,55333.0,193,102243,149,59,0
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",KKR,IS-Information Science & Engineering,70849,2024,1,COMEDK,Average,Bangalore,1,1,1,70849,70849,70849.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E035,"Channabasaveshwara Institute of Technology- Gubbi, Tumakuru",GM,IS-Information Science & Engineering,76627,2024,1,COMEDK,Average,Tumakuru,1,4,2,76627,89505,83066.0,12878,Deteriorated,1196,55333.0,193,102243,149,59,0
E035,"Channabasaveshwara Institute of Technology- Gubbi, Tumakuru",GM,ME-Mechanical Engineering,87659,2024,1,COMEDK,Below Average,Tumakuru,1,1,1,87659,87659,87659.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E036,"Chanakya University-Devanahalli, Bengaluru Rural",GM,MAE-Mechanical & Aerospace Enginnering,80490,2024,1,COMEDK,Below Average,Bangalore Rural,1,1,1,80490,80490,80490.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E037,"City Engineering College-Doddakalasandra, Bengaluru",GM,IS-Information Science & Engineering,101819,2024,1,COMEDK,Below Average,Bangalore,1,1,1,101819,101819,101819.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E037,"City Engineering College-Doddakalasandra, Bengaluru",GM,ME-Mechanical Engineering,88524,2024,1,COMEDK,Below Average,Bangalore,1,1,1,88524,88524,88524.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,IS-Information Science & Engineering,17436,2024,1,COMEDK,Very Good,Bangalore,1,4,3,17436,97796,47609.0,80360,Deteriorated,1196,55333.0,193,102243,149,59,0
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",KKR,IS-Information Science & Engineering,40253,2024,1,COMEDK,Good,Bangalore,1,2,2,40253,59021,49637.0,18768,Deteriorated,1196,55333.0,193,102243,149,59,0
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,IS-Information Science & Engineering,3344,2024,1,COMEDK,Excellent,Bangalore,1,4,3,3344,8418,5554.0,5074,Deteriorated,1196,55333.0,193,102243,149,59,0
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,MD-Medical Electronics Engineering,22521,2024,1,COMEDK,Good,Bangalore,1,4,3,22521,63118,42575.0,40597,Deteriorated,1196,55333.0,193,102243,149,59,0
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,ME-Mechanical Engineering,17062,2024,1,COMEDK,Very Good,Bangalore,1,3,2,17062,34153,25608.0,17091,Deteriorated,1196,55333.0,193,102243,149,59,0
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,IS-Information Science & Engineering,12778,2024,1,COMEDK,Very Good,Bangalore,1,2,2,12778,17381,15080.0,4603,Deteriorated,1196,55333.0,193,102243,149,59,0
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,ME-Mechanical Engineering,68274,2024,1,COMEDK,Average,Bangalore,1,2,2,68274,81146,74710.0,12872,Deteriorated,1196,55333.0,193,102243,149,59,0
E041,"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru",GM,IS-Information Science & Engineering,57281,2024,1,COMEDK,Average,Bangalore,1,3,2,57281,64523,60902.0,7242,Deteriorated,1196,55333.0,193,102243,149,59,0
E041,"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru",KKR,IS-Information Science & Engineering,95488,2024,1,COMEDK,Below Average,Bangalore,1,1,1,95488,95488,95488.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,IS-Information Science & Engineering,17287,2024,1,COMEDK,Very Good,Bangalore,1,4,3,17287,96203,47293.0,78916,Deteriorated,1196,55333.0,193,102243,149,59,0
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",KKR,IS-Information Science & Engineering,43494,2024,1,COMEDK,Good,Bangalore,1,2,2,43494,65476,54485.0,21982,Deteriorated,1196,55333.0,193,102243,149,59,0
E043,"Yenepoya Institute of Technology formerly known as Dr. M V Shetty Institute of Technology- Moodbidri, Mangaluru",GM,IS-Information Science & Engineering,79106,2024,1,COMEDK,Average,Mangaluru,1,1,1,79106,79106,79106.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E043,"Yenepoya Institute of Technology formerly known as Dr. M V Shetty Institute of Technology- Moodbidri, Mangaluru",GM,ME-Mechanical Engineering,56962,2024,1,COMEDK,Average,Mangaluru,1,1,1,56962,56962,56962.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E044,"Dr.Shri Shri Shivakumara Mahaswamy College of Engineering-Nelamangala, Bengaluru Rural",GM,IS-Information Science & Engineering,81978,2024,1,COMEDK,Below Average,Bangalore Rural,1,1,1,81978,81978,81978.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E045,"Dr H N National College Of Engineering-Jayanagar, Bengaluru",GM,IS-Information Science & Engineering,90567,2024,1,COMEDK,Below Average,Bangalore,1,1,1,90567,90567,90567.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",GM,IS-Information Science & Engineering,93471,2024,1,COMEDK,Below Average,Bangalore,1,3,2,63046,93471,78258.0,30425,Improved,1196,55333.0,193,102243,149,59,0
E048,"East West Institute of Technology-BEL Layout, Bengaluru",GM,IS-Information Science & Engineering,76350,2024,1,COMEDK,Average,Bangalore,1,1,1,76350,76350,76350.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E048,"East West Institute of Technology-BEL Layout, Bengaluru",GM,ME-Mechanical Engineering,74720,2024,1,COMEDK,Average,Bangalore,1,1,1,74720,74720,74720.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,IS-Information Science & Engineering,32593,2024,1,COMEDK,Good,Bangalore,1,4,3,32593,85615,64217.0,53022,Deteriorated,1196,55333.0,193,102243,149,59,0
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,ME-Mechanical Engineering,94161,2024,1,COMEDK,Below Average,Bangalore,1,1,1,94161,94161,94161.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",KKR,IS-Information Science & Engineering,68950,2024,1,COMEDK,Average,Bangalore,1,2,2,56198,68950,62574.0,12752,Improved,1196,55333.0,193,102243,149,59,0
E051,"GM Institute of Technology-P B Road, Davangere",GM,IS-Information Science & Engineering,78583,2024,1,COMEDK,Average,Davangere,1,1,1,78583,78583,78583.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",GM,IS-Information Science & Engineering,98592,2024,1,COMEDK,Below Average,Bangalore,1,1,1,98592,98592,98592.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",GM,IS-Information Science & Engineering,35762,2024,1,COMEDK,Good,Mysuru,1,4,3,35762,69773,51838.0,34011,Deteriorated,1196,55333.0,193,102243,149,59,0
E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",KKR,IS-Information Science & Engineering,76492,2024,1,COMEDK,Average,Mysuru,1,1,1,76492,76492,76492.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",GM,IS-Information Science & Engineering,59957,2024,1,COMEDK,Average,Shivamogga,1,4,3,59957,96532,82913.0,36575,Deteriorated,1196,55333.0,193,102243,149,59,0
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,IS-Information Science & Engineering,15298,2024,1,COMEDK,Very Good,Bangalore,1,4,3,15298,100258,46804.0,84960,Deteriorated,1196,55333.0,193,102243,149,59,0
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,ME-Mechanical Engineering,34840,2024,1,COMEDK,Good,Bangalore,1,3,2,34840,64561,49700.0,29721,Deteriorated,1196,55333.0,193,102243,149,59,0
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",KKR,IS-Information Science & Engineering,40571,2024,1,COMEDK,Good,Bangalore,1,2,2,40571,57402,48986.0,16831,Deteriorated,1196,55333.0,193,102243,149,59,0
E061,JSS Science and Technology University-Mysuru,GM,ME-Mechanical Engineering,23770,2024,1,COMEDK,Good,JSS Science and Technology University-Mysuru,1,3,2,23770,48452,36111.0,24682,Deteriorated,1196,55333.0,193,102243,149,59,0
E062,"Jain College of Engineering-T.S Nagar, Belagavi",GM,ME-Mechanical Engineering,93496,2024,1,COMEDK,Below Average,Belagavi,1,1,1,93496,93496,93496.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E065,"KLE Technological University Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and Technology-Udyambag, Belagavi",GM,ME-Mechanical Engineering,91302,2024,1,COMEDK,Below Average,Belagavi,1,3,2,80900,91302,86101.0,10402,Improved,1196,55333.0,193,102243,149,59,0
E066,"KLE College of Engineering and Technology-Chikodi Dist., Belagavi",GM,ME-Mechanical Engineering,70046,2024,1,COMEDK,Average,Belagavi,1,1,1,70046,70046,70046.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E068,"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru",GM,ME-Mechanical Engineering,89340,2024,1,COMEDK,Below Average,Bangalore,1,1,1,89340,89340,89340.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E070,"Kalpataru Institute of Technology-B H Road, Tiptur",GM,ME-Mechanical Engineering,76260,2024,1,COMEDK,Average,Tiptur,1,1,1,76260,76260,76260.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E072,"K L E Institute of Technology-Gokul, Hubbali",GM,ME-Mechanical Engineering,80792,2024,1,COMEDK,Below Average,Hubbali,1,1,1,80792,80792,80792.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",GM,IS-Information Science & Engineering,30083,2024,1,COMEDK,Good,Belagavi,1,4,3,30083,67705,50644.0,37622,Deteriorated,1196,55333.0,193,102243,149,59,0
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",GM,ME-Mechanical Engineering,44831,2024,1,COMEDK,Good,Belagavi,1,3,2,44831,92599,68715.0,47768,Deteriorated,1196,55333.0,193,102243,149,59,0
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",KKR,IS-Information Science & Engineering,49043,2024,1,COMEDK,Good,Belagavi,1,2,2,49043,72438,60740.0,23395,Deteriorated,1196,55333.0,193,102243,149,59,0
E075,"KNS Institute of Technology-Yelahanka, Bengaluru",GM,IS-Information Science & Engineering,93652,2024,1,COMEDK,Below Average,Bangalore,1,1,1,93652,93652,93652.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E075,"KNS Institute of Technology-Yelahanka, Bengaluru",GM,ME-Mechanical Engineering,40111,2024,1,COMEDK,Good,Bangalore,1,1,1,40111,40111,40111.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E076,"M.S. Engineering College-Sadahalli, Bengaluru",GM,IS-Information Science & Engineering,101467,2024,1,COMEDK,Below Average,Bangalore,1,1,1,101467,101467,101467.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,IS-Information Science & Engineering,1720,2024,1,COMEDK,Excellent,Bangalore,1,4,3,1720,3115,2475.0,1395,Deteriorated,1196,55333.0,193,102243,149,59,0
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,MD-Medical Electronics Engineering,19386,2024,1,COMEDK,Very Good,Bangalore,1,4,3,19386,92776,47093.0,73390,Deteriorated,1196,55333.0,193,102243,149,59,0
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,ME-Mechanical Engineering,8437,2024,1,COMEDK,Very Good,Bangalore,1,3,2,8437,13807,11122.0,5370,Deteriorated,1196,55333.0,193,102243,149,59,0
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,IS-Information Science & Engineering,5887,2024,1,COMEDK,Very Good,Bangalore,1,2,2,5887,7776,6832.0,1889,Deteriorated,1196,55333.0,193,102243,149,59,0
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,MD-Medical Electronics Engineering,96667,2024,1,COMEDK,Below Average,Bangalore,1,1,1,96667,96667,96667.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,ME-Mechanical Engineering,32560,2024,1,COMEDK,Good,Bangalore,1,2,2,32560,68711,50636.0,36151,Deteriorated,1196,55333.0,193,102243,149,59,0
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,IS-Information Science & Engineering,71109,2024,1,COMEDK,Average,Mandya,1,4,3,71109,98310,89243.0,27201,Deteriorated,1196,55333.0,193,102243,149,59,0
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,ME-Mechanical Engineering,77387,2024,1,COMEDK,Average,Mandya,1,1,1,77387,77387,77387.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E079,"Malnad College of Engineering-Rangoli Halla, Hassan",GM,IS-Information Science & Engineering,98268,2024,1,COMEDK,Below Average,Hassan,1,3,2,74208,98268,86238.0,24060,Improved,1196,55333.0,193,102243,149,59,0
E080,"Mangalore Institute of Technology and Engineering-Moodbidri, Mangaluru",GM,IS-Information Science & Engineering,96035,2024,1,COMEDK,Below Average,Mangaluru,1,3,2,51461,96035,73748.0,44574,Improved,1196,55333.0,193,102243,149,59,0
E080,"Mangalore Institute of Technology and Engineering-Moodbidri, Mangaluru",GM,ME-Mechanical Engineering,83564,2024,1,COMEDK,Below Average,Mangaluru,1,1,1,83564,83564,83564.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E080,"Mangalore Institute of Technology and Engineering-Moodbidri, Mangaluru",GM,MT-Mecha-tronics Engineering,99830,2024,1,COMEDK,Below Average,Mangaluru,1,1,1,99830,99830,99830.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E082,"Maharaja Institute of Technology-Thandavapura, Mysuru",GM,ME-Mechanical Engineering,72940,2024,1,COMEDK,Average,Mysuru,1,1,1,72940,72940,72940.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E084,"Nagarjuna College of Engineering And Technology-Devanahalli, Bengaluru",GM,IS-Information Science & Engineering,98172,2024,1,COMEDK,Below Average,Bangalore,1,1,1,98172,98172,98172.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E085,"The National Institute of Engineering North Campus-Koorgalli, Mysuru",GM,IS-Information Science & Engineering,6580,2024,1,COMEDK,Very Good,Mysuru,1,4,3,6580,18058,11449.0,11478,Deteriorated,1196,55333.0,193,102243,149,59,0
E085,"The National Institute of Engineering North Campus-Koorgalli, Mysuru",KKR,IS-Information Science & Engineering,21966,2024,1,COMEDK,Good,Mysuru,1,2,2,21966,30296,26131.0,8330,Deteriorated,1196,55333.0,193,102243,149,59,0
E086,"Nitte Meenakshi Institute of Technology-Yelahanka, Bengaluru",GM,IS-Information Science & Engineering,8224,2024,1,COMEDK,Very Good,Bangalore,1,4,3,8224,25502,15427.0,17278,Deteriorated,1196,55333.0,193,102243,149,59,0
